kepoi_name,kepler_name,glon,glat,sma,smaunc,prad,pradunc,kepoi_type
KOI 1910.01,,75.541542,14.309859,0.1910,,2.32,,CANDIDATE
KOI 1911.01,,80.611837,10.347865,0.0620,,2.40,,CANDIDATE
KOI 1913.01,,77.755407,15.176727,0.0600,,1.40,,CANDIDATE
KOI 1914.01,,76.131491,13.739872,0.1380,,5.14,,CANDIDATE
KOI 1915.01,,78.915286,10.495402,0.0690,,1.48,,CANDIDATE
KOI 1916.01,,73.240412,12.434206,0.1420,,1.95,,CANDIDATE
KOI 1916.02,,73.240412,12.434206,0.0850,,1.69,,CANDIDATE
KOI 1916.03,,73.240412,12.434206,0.0300,,0.82,,CANDIDATE
KOI 1917.01,,78.957250,14.018918,0.2130,,2.30,,CANDIDATE
KOI 1920.01,,74.326988,16.987297,0.1200,,2.06,,CANDIDATE
KOI 1921.01,,75.998904,11.674677,0.1330,,3.09,,CANDIDATE
KOI 1922.01,,78.937217,11.650764,0.0300,,1.77,,CANDIDATE
KOI 1922.02,,78.937217,11.650764,0.1190,,1.32,,CANDIDATE
KOI 1923.01,,69.992050,16.658530,0.0720,,2.79,,CANDIDATE
KOI 1924.01,,73.622585,9.192410,0.0360,,1.35,,CANDIDATE
KOI 1925.01,,79.433051,12.617011,0.3200,,1.20,,CANDIDATE
KOI 1928.01,,70.973212,16.754511,0.3180,,2.76,,CANDIDATE
KOI 1929.01,,78.642876,14.982566,0.0880,,2.00,,CANDIDATE
KOI 1929.02,,78.642876,14.982566,0.0430,,1.43,,CANDIDATE
KOI 1930.01,,70.482991,17.244591,0.1160,,2.21,,CANDIDATE
KOI 1930.02,,70.482991,17.244591,0.1700,,2.14,,CANDIDATE
KOI 1930.03,,70.482991,17.244591,0.2540,,2.46,,CANDIDATE
KOI 1930.04,,70.482991,17.244591,0.0900,,1.36,,CANDIDATE
KOI 1931.01,,80.800725,13.515817,0.0540,,1.43,,CANDIDATE
KOI 1931.02,,80.800725,13.515817,0.0890,,1.24,,CANDIDATE
KOI 1931.03,,80.800725,13.515817,0.0680,,1.12,,CANDIDATE
KOI 1932.01,,74.304128,8.128228,0.2020,,5.88,,CANDIDATE
KOI 1933.01,,75.193079,18.462170,0.2610,,2.69,,CANDIDATE
KOI 1934.01,,69.702964,15.298444,0.1530,,1.57,,CANDIDATE
KOI 1935.01,,75.942530,5.798707,0.1240,,14.61,,CANDIDATE
KOI 1937.01,,77.005843,18.998282,0.0210,,1.24,,CANDIDATE
KOI 1938.01,,78.683249,13.028775,0.3740,,2.10,,CANDIDATE
KOI 1939.01,,76.049940,9.686194,0.1020,,2.01,,CANDIDATE
KOI 1940.01,,78.261308,15.347845,0.0790,,1.82,,CANDIDATE
KOI 1940.02,,78.261308,15.347845,0.0570,,0.61,,CANDIDATE
KOI 1942.01,,68.749737,14.021966,0.0900,,2.86,,CANDIDATE
KOI 1944.01,,69.952118,10.805967,0.1150,,6.23,,CANDIDATE
KOI 1945.01,,80.850796,16.639079,0.3050,,2.94,,CANDIDATE
KOI 1945.02,,80.850796,16.639079,0.1290,,1.80,,CANDIDATE
KOI 1946.01,,77.935544,19.574755,0.0780,,2.22,,CANDIDATE
KOI 1947.01,,81.856515,17.305108,0.0680,,1.51,,CANDIDATE
KOI 1950.01,,71.012249,9.896772,0.3000,,3.20,,CANDIDATE
KOI 1952.01,,75.111883,13.590929,0.0770,,1.83,,CANDIDATE
KOI 1952.02,,75.111883,13.590929,0.1750,,2.02,,CANDIDATE
KOI 1952.03,,75.111883,13.590929,0.0580,,1.23,,CANDIDATE
KOI 1955.01,,79.007857,13.177317,0.1250,,1.89,,CANDIDATE
KOI 1955.02,,79.007857,13.177317,0.2360,,1.93,,CANDIDATE
KOI 1958.01,,79.376465,12.358035,0.1330,,2.70,,CANDIDATE
KOI 1959.01,,69.901897,16.511988,0.1950,,2.26,,CANDIDATE
KOI 1960.01,,74.824995,11.757113,0.0860,,1.64,,CANDIDATE
KOI 1961.01,,73.789007,14.848810,0.0290,,2.12,,CANDIDATE
KOI 1962.01,,70.858721,16.365014,0.2060,,2.37,,CANDIDATE
KOI 1964.01,,75.501391,13.093873,0.0330,,0.73,,CANDIDATE
KOI 1965.01,,81.008514,16.308004,0.0350,,1.44,,CANDIDATE
KOI 1967.01,,74.072687,11.250167,0.0470,,1.43,,CANDIDATE
KOI 1968.01,,74.606752,15.354198,0.0950,,3.54,,CANDIDATE
KOI 1969.01,,80.598446,7.931580,0.1220,,2.24,,CANDIDATE
KOI 1970.01,,78.580962,13.113202,0.1480,,2.89,,CANDIDATE
KOI 1970.02,,78.580962,13.113202,0.4740,,2.98,,CANDIDATE
KOI 1971.01,,78.485322,12.153552,0.1320,,2.35,,CANDIDATE
KOI 1972.01,,82.101766,12.131327,0.1330,,1.93,,CANDIDATE
KOI 1973.01,,71.997714,12.115791,0.0350,,1.55,,CANDIDATE
KOI 1974.01,,75.884836,10.531793,0.4190,,2.64,,CANDIDATE
KOI 1975.01,,74.469653,18.018499,0.0750,,2.29,,CANDIDATE
KOI 1976.01,,68.745040,13.926483,0.0970,,2.18,,CANDIDATE
KOI 1977.01,,79.125434,11.264887,0.0730,,1.19,,CANDIDATE
KOI 1977.02,,79.125434,11.264887,0.0620,,0.66,,CANDIDATE
KOI 1978.01,,77.067515,15.858064,0.0680,,3.09,,CANDIDATE
KOI 1978.02,,77.067515,15.858064,0.1610,,3.47,,CANDIDATE
KOI 1979.01,,74.303986,13.890176,0.0340,,0.92,,CANDIDATE
KOI 1980.01,,82.728022,13.109045,0.4760,,2.87,,CANDIDATE
KOI 1982.01,,74.658331,11.882211,0.0560,,2.85,,CANDIDATE
KOI 1984.01,,81.149121,9.789349,0.1610,,2.07,,CANDIDATE
KOI 1985.01,,73.202938,19.805222,0.0580,,1.83,,CANDIDATE
KOI 1986.01,,78.791388,8.061378,0.5420,,7.35,,CANDIDATE
KOI 1988.01,,79.595687,9.050130,0.0190,,3.42,,CANDIDATE
KOI 1989.01,,77.789310,19.689701,0.6440,,3.00,,CANDIDATE
KOI 1990.01,,82.103281,13.744036,0.1680,,2.26,,CANDIDATE
KOI 1992.01,,80.448614,16.358494,0.1080,,1.65,,CANDIDATE
KOI 1996.01,,71.324008,12.875966,0.0750,,1.48,,CANDIDATE
KOI 1997.01,,76.890015,20.431985,0.2100,,2.23,,CANDIDATE
KOI 1998.01,,79.095511,12.863165,0.0720,,2.93,,CANDIDATE
KOI 2000.01,,75.016088,17.958456,0.1600,,2.19,,CANDIDATE
KOI 2001.01,,75.658358,7.933534,0.0790,,2.39,,CANDIDATE
KOI 2002.01,,80.552346,10.818580,0.1180,,1.43,,CANDIDATE
KOI 2004.01,,81.739644,17.252313,0.2820,,2.14,,CANDIDATE
KOI 2005.01,,71.538811,18.491188,0.0580,,1.42,,CANDIDATE
KOI 2006.01,,78.482000,16.909168,0.0350,,0.85,,CANDIDATE
KOI 2007.02,,78.243961,19.968672,0.1500,,1.47,,CANDIDATE
KOI 2009.01,,70.902274,9.112764,0.3520,,1.92,,CANDIDATE
KOI 2010.01,,74.550312,8.931490,0.1770,,2.33,,CANDIDATE
KOI 2011.01,,75.018427,7.371526,0.0750,,1.20,,CANDIDATE
KOI 2012.01,,79.733444,11.487101,0.2030,,2.50,,CANDIDATE
KOI 2013.01,,71.618357,10.660883,0.0280,,0.75,,CANDIDATE
KOI 2014.01,,75.953376,8.924055,0.0350,,2.36,,CANDIDATE
KOI 2016.01,,76.353325,13.561998,0.0530,,1.64,,CANDIDATE
KOI 2017.01,,76.669737,13.793584,0.0320,,1.17,,CANDIDATE
KOI 2018.01,,81.405686,9.121721,0.1650,,2.13,,CANDIDATE
KOI 2019.01,,75.977944,7.741585,0.1110,,2.47,,CANDIDATE
KOI 2020.01,,78.831890,11.611761,0.3640,,2.07,,CANDIDATE
KOI 2021.01,,73.258951,13.283138,0.0430,,1.61,,CANDIDATE
KOI 2022.01,,77.386279,11.616779,0.0630,,1.79,,CANDIDATE
KOI 2022.02,,77.386279,11.616779,0.1030,,1.99,,CANDIDATE
KOI 2023.01,,78.893521,8.958688,0.1070,,2.38,,CANDIDATE
KOI 2024.01,,70.290636,14.654729,0.2350,,1.95,,CANDIDATE
KOI 2025.01,,70.172856,15.112956,0.1360,,2.94,,CANDIDATE
KOI 2025.02,,70.172856,15.112956,0.1760,,2.61,,CANDIDATE
KOI 2025.03,,70.172856,15.112956,0.1000,,1.56,,CANDIDATE
KOI 2026.01,,83.343149,12.660733,0.0400,,1.78,,CANDIDATE
KOI 2028.01,,73.306259,15.543226,0.2800,,3.12,,CANDIDATE
KOI 2028.02,,73.306259,15.543226,0.2090,,2.61,,CANDIDATE
KOI 2029.01,,80.797629,8.472163,0.1160,,1.33,,CANDIDATE
KOI 2029.02,,80.797629,8.472163,0.0840,,0.80,,CANDIDATE
KOI 2031.01,,71.174382,16.758191,0.0730,,1.54,,CANDIDATE
KOI 2032.01,,70.405998,10.850169,0.1100,,1.27,,CANDIDATE
KOI 2033.01,,70.427000,9.789846,0.1100,,1.30,,CANDIDATE
KOI 2034.01,,72.434262,8.369897,0.0450,,3.08,,CANDIDATE
KOI 2035.01,,80.827980,9.313929,0.0280,,2.21,,CANDIDATE
KOI 2036.01,,75.933047,8.227387,0.0660,,1.49,,CANDIDATE
KOI 2036.02,,75.933047,8.227387,0.0520,,0.96,,CANDIDATE
KOI 2037.01,,76.281165,18.290954,0.3230,,4.16,,CANDIDATE
KOI 2037.03,,76.281165,18.290954,0.0770,,2.34,,CANDIDATE
KOI 2038.01,,77.152378,13.632209,0.0790,,1.97,,CANDIDATE
KOI 2038.02,,77.152378,13.632209,0.1030,,2.18,,CANDIDATE
KOI 2038.03,,77.152378,13.632209,0.1310,,1.54,,CANDIDATE
KOI 2038.04,,77.152378,13.632209,0.1650,,1.60,,CANDIDATE
KOI 2039.01,,75.312747,17.155943,0.0580,,1.61,,CANDIDATE
KOI 2040.01,,80.780799,11.678220,0.1360,,1.99,,CANDIDATE
KOI 2042.01,,79.878017,8.867161,0.3510,,8.65,,CANDIDATE
KOI 2044.01,,79.318929,11.815523,0.1310,,3.42,,CANDIDATE
KOI 2045.01,,71.831541,15.512538,0.0530,,1.69,,CANDIDATE
KOI 2045.02,,71.831541,15.512538,0.1420,,1.53,,CANDIDATE
KOI 2046.01,,79.684102,14.754233,0.1620,,2.18,,CANDIDATE
KOI 2047.01,,81.563717,13.986405,0.0700,,1.66,,CANDIDATE
KOI 2048.01,,77.765126,12.291570,0.0530,,1.18,,CANDIDATE
KOI 2049.01,,78.445826,13.398778,0.0270,,1.35,,CANDIDATE
KOI 2051.01,,73.262566,16.045346,0.1740,,2.82,,CANDIDATE
KOI 2051.02,,73.262566,16.045346,0.0990,,1.58,,CANDIDATE
KOI 2052.01,,72.124899,8.039356,0.0540,,4.21,,CANDIDATE
KOI 2053.01,,70.669206,9.308076,0.1080,,1.65,,CANDIDATE
KOI 2053.02,,70.669206,9.308076,0.0540,,1.40,,CANDIDATE
KOI 2055.01,,71.803686,8.354089,0.0800,,1.79,,CANDIDATE
KOI 2056.01,,78.317368,15.584803,0.2230,,2.28,,CANDIDATE
KOI 2057.01,,76.252155,18.181950,0.0520,,1.10,,CANDIDATE
KOI 2058.01,,78.228864,16.698593,0.0210,,1.14,,CANDIDATE
KOI 2059.01,,81.747561,17.971269,0.0530,,0.59,,CANDIDATE
KOI 2060.01,,77.683766,13.678918,0.0340,,1.92,,CANDIDATE
KOI 2062.01,,74.367227,12.301383,0.2080,,2.33,,CANDIDATE
KOI 2063.01,,75.802850,11.217088,0.0380,,1.33,,CANDIDATE
KOI 2064.01,,70.751435,9.603397,0.0690,,1.97,,CANDIDATE
KOI 2066.01,,71.377699,9.516331,0.5350,,3.07,,CANDIDATE
KOI 2067.01,,80.427792,8.536640,0.1220,,2.97,,CANDIDATE
KOI 2069.01,,82.424523,12.019790,0.3700,,3.80,,CANDIDATE
KOI 2071.01,,72.968745,12.967789,0.0480,,2.10,,CANDIDATE
KOI 2072.01,,81.734228,16.762483,0.0250,,0.82,,CANDIDATE
KOI 2073.01,,76.044608,12.913289,0.2430,,2.41,,CANDIDATE
KOI 2073.02,,76.044608,12.913289,0.0630,,1.80,,CANDIDATE
KOI 2073.03,,76.044608,12.913289,0.1190,,2.60,,CANDIDATE
KOI 2074.01,,74.874435,18.677078,0.1880,,2.28,,CANDIDATE
KOI 2075.01,,79.685214,15.395925,0.0310,,1.27,,CANDIDATE
KOI 2076.01,,76.941585,16.208762,0.2930,,2.75,,CANDIDATE
KOI 2078.01,,79.017086,11.191781,0.1170,,1.79,,CANDIDATE
KOI 2079.01,,79.075001,11.434944,0.0150,,0.78,,CANDIDATE
KOI 2080.01,,80.613414,13.517387,0.3680,,2.73,,CANDIDATE
KOI 2080.02,,80.613414,13.517387,0.2030,,2.86,,CANDIDATE
KOI 2081.01,,70.767763,9.970452,0.0750,,4.11,,CANDIDATE
KOI 2082.01,,79.004952,11.721229,0.1980,,1.91,,CANDIDATE
KOI 2083.01,,72.729095,16.875845,0.0740,,1.93,,CANDIDATE
KOI 2084.01,,72.819756,8.284861,0.0480,,2.86,,CANDIDATE
KOI 2086.01,KEPLER-60 b,73.699369,13.690063,0.0750,,2.28,,CONFIRMED
KOI 2086.02,KEPLER-60 c,73.699369,13.690063,0.0870,,2.47,,CONFIRMED
KOI 2086.03,KEPLER-60 d,73.699369,13.690063,0.1050,,2.55,,CONFIRMED
KOI 2087.01,,71.730727,18.822956,0.1600,,1.54,,CANDIDATE
KOI 2090.01,,80.849651,15.178822,0.0480,,1.64,,CANDIDATE
KOI 2091.01,,73.455653,11.134361,0.0780,,2.59,,CANDIDATE
KOI 2092.01,,75.058886,10.769749,0.3000,,4.13,,CANDIDATE
KOI 2092.02,,75.058886,10.769749,0.1740,,3.06,,CANDIDATE
KOI 2093.01,,74.705274,10.876015,0.0730,,2.40,,CANDIDATE
KOI 2094.01,,77.969787,10.319764,0.2230,,2.17,,CANDIDATE
KOI 2095.01,,78.691056,7.322072,0.0230,,0.93,,CANDIDATE
KOI 2096.01,,80.830650,7.905401,0.0820,,1.80,,CANDIDATE
KOI 2097.01,,80.976558,10.295583,0.2980,,2.13,,CANDIDATE
KOI 2099.01,,71.152652,9.658596,0.3620,,2.68,,CANDIDATE
KOI 2101.01,,78.954536,11.584680,0.0330,,1.11,,CANDIDATE
KOI 2102.01,,71.884339,18.850046,0.5600,,2.79,,CANDIDATE
KOI 2103.01,,76.756552,9.811495,0.0340,,1.19,,CANDIDATE
KOI 2104.01,,79.341135,16.233237,0.0340,,3.16,,CANDIDATE
KOI 2105.01,,76.317291,12.539987,0.0680,,1.29,,CANDIDATE
KOI 2106.01,,82.798338,14.057588,0.0880,,2.15,,CANDIDATE
KOI 2107.01,,78.638269,11.535048,0.3490,,2.01,,CANDIDATE
KOI 2108.01,,77.319951,20.803812,0.2700,,3.24,,CANDIDATE
KOI 2109.01,,80.124109,17.509691,0.1460,,1.87,,CANDIDATE
KOI 2110.01,,81.951118,13.246755,0.0610,,1.13,,CANDIDATE
KOI 2111.01,,75.299833,16.466620,0.0430,,1.66,,CANDIDATE
KOI 2111.02,,75.299833,16.466620,0.0720,,2.43,,CANDIDATE
KOI 2113.01,,75.768893,10.687349,0.1170,,2.63,,CANDIDATE
KOI 2113.02,,75.768893,10.687349,0.0990,,2.27,,CANDIDATE
KOI 2114.01,,71.616214,19.136630,0.0430,,1.27,,CANDIDATE
KOI 2115.01,,78.954604,12.017816,0.1150,,3.12,,CANDIDATE
KOI 2116.01,,76.063576,12.999944,0.0230,,1.25,,CANDIDATE
KOI 2117.01,,70.092894,14.189325,0.0970,,1.86,,CANDIDATE
KOI 2119.01,,71.502290,10.923560,0.0130,,1.47,,CANDIDATE
KOI 2120.01,,74.411233,7.187602,0.0790,,1.31,,CANDIDATE
KOI 2121.01,,79.407143,10.771570,0.0510,,1.30,,CANDIDATE
KOI 2122.01,,71.943482,10.623102,0.2100,,1.54,,CANDIDATE
KOI 2123.01,,80.156882,6.732006,0.1860,,2.18,,CANDIDATE
KOI 2124.01,,82.242062,12.791486,0.1970,,1.02,,CANDIDATE
KOI 2125.01,,78.240790,12.980559,0.1620,,2.29,,CANDIDATE
KOI 2126.01,,71.297291,10.163987,0.0750,,1.89,,CANDIDATE
KOI 2128.01,,73.378686,15.180077,0.1560,,19.93,,CANDIDATE
KOI 2129.01,,79.059825,11.046788,0.0840,,1.68,,CANDIDATE
KOI 2130.01,,70.276512,9.728499,0.1060,,1.66,,CANDIDATE
KOI 2131.01,,81.296963,11.050127,0.1240,,2.53,,CANDIDATE
KOI 2132.01,,79.972216,10.555450,0.2960,,1.78,,CANDIDATE
KOI 2133.01,,74.486056,16.622255,0.0870,,18.24,,CANDIDATE
KOI 2134.01,,71.119647,12.155620,0.2310,,2.31,,CANDIDATE
KOI 2135.01,,80.338031,10.667423,0.2900,,2.27,,CANDIDATE
KOI 2137.01,,80.373135,8.757496,0.1130,,1.79,,CANDIDATE
KOI 2138.01,,73.817586,8.684765,0.2100,,2.34,,CANDIDATE
KOI 2140.01,,76.363174,12.511956,0.2290,,2.46,,CANDIDATE
KOI 2143.01,,81.171957,14.608580,0.0530,,1.11,,CANDIDATE
KOI 2144.01,,79.182405,7.462302,0.2120,,2.58,,CANDIDATE
KOI 2145.01,,78.262793,9.374197,0.0800,,1.67,,CANDIDATE
KOI 2146.01,,74.345537,12.388975,0.0370,,1.62,,CANDIDATE
KOI 2147.01,,79.482762,14.078644,0.2020,,1.64,,CANDIDATE
KOI 2148.01,,71.052525,17.283681,0.1090,,2.78,,CANDIDATE
KOI 2148.02,,71.052525,17.283681,0.0810,,2.51,,CANDIDATE
KOI 2148.03,,71.052525,17.283681,0.0490,,1.72,,CANDIDATE
KOI 2149.01,,81.685641,10.633047,0.1160,,1.60,,CANDIDATE
KOI 2150.01,,70.319704,11.406260,0.1360,,2.51,,CANDIDATE
KOI 2152.01,,77.356494,15.773841,0.2310,,2.01,,CANDIDATE
KOI 2153.01,,76.696819,20.438407,0.3190,,2.18,,CANDIDATE
KOI 2153.02,,76.696819,20.438407,0.1820,,1.31,,CANDIDATE
KOI 2154.01,,82.328312,17.704787,0.1010,,2.61,,CANDIDATE
KOI 2155.01,,83.200646,13.811614,0.0510,,1.51,,CANDIDATE
KOI 2156.01,,68.831084,13.550391,0.0330,,3.36,,CANDIDATE
KOI 2157.01,,69.515233,13.343445,0.0330,,1.73,,CANDIDATE
KOI 2158.01,,74.998003,7.012469,0.0530,,1.61,,CANDIDATE
KOI 2159.01,,75.202070,17.303613,0.0740,,1.01,,CANDIDATE
KOI 2160.01,,74.519667,8.636992,0.1260,,1.54,,CANDIDATE
KOI 2162.01,,76.018424,17.191402,0.4280,,1.41,,CANDIDATE
KOI 2163.01,,82.117654,12.481439,0.0950,,1.79,,CANDIDATE
KOI 2164.01,,75.509001,11.057448,0.0540,,1.18,,CANDIDATE
KOI 2166.01,,72.453139,9.649752,0.3030,,3.44,,CANDIDATE
KOI 2167.01,,73.675882,11.499977,0.1610,,3.57,,CANDIDATE
KOI 2168.01,,82.457157,11.749655,0.0440,,1.29,,CANDIDATE
KOI 2168.02,,82.457157,11.749655,0.1070,,1.60,,CANDIDATE
KOI 2169.01,,75.591340,17.396194,0.0580,,1.02,,CANDIDATE
KOI 2169.02,,75.591340,17.396194,0.0410,,0.78,,CANDIDATE
KOI 2169.03,,75.591340,17.396194,0.0490,,0.74,,CANDIDATE
KOI 2169.04,,75.591340,17.396194,0.0320,,0.50,,CANDIDATE
KOI 2171.01,,82.244450,12.526886,0.0450,,1.34,,CANDIDATE
KOI 2172.01,,73.043259,8.119046,0.0910,,2.52,,CANDIDATE
KOI 2173.01,,83.403079,11.921393,0.2010,,1.24,,CANDIDATE
KOI 2173.02,,83.403079,11.921393,0.2530,,1.22,,CANDIDATE
KOI 2174.01,,79.268638,7.282192,0.0580,,1.32,,CANDIDATE
KOI 2174.02,,79.268638,7.282192,0.1690,,1.44,,CANDIDATE
KOI 2174.03,,79.268638,7.282192,0.0640,,0.93,,CANDIDATE
KOI 2175.01,,77.522407,13.097390,0.1570,,1.10,,CANDIDATE
KOI 2177.01,,78.864552,17.756591,0.2820,,1.90,,CANDIDATE
KOI 2179.01,,80.402436,13.087451,0.0960,,1.55,,CANDIDATE
KOI 2179.02,,80.402436,13.087451,0.0310,,1.43,,CANDIDATE
KOI 2180.01,,75.677892,11.055075,0.0950,,1.75,,CANDIDATE
KOI 2181.01,,80.138228,6.888099,0.1030,,3.46,,CANDIDATE
KOI 2182.01,,76.105615,9.411908,0.1240,,2.31,,CANDIDATE
KOI 2183.01,,73.509979,10.942974,0.1370,,1.79,,CANDIDATE
KOI 2183.02,,73.509979,10.942974,0.0530,,1.21,,CANDIDATE
KOI 2185.01,,75.197394,16.642683,0.3380,,1.91,,CANDIDATE
KOI 2186.01,,68.909759,14.174189,0.1100,,2.54,,CANDIDATE
KOI 2188.02,,77.604972,19.174612,0.0680,,1.54,,CANDIDATE
KOI 2189.01,,75.680234,7.032392,0.1860,,39.30,,CANDIDATE
KOI 2191.01,,71.213098,15.807446,0.0690,,1.32,,CANDIDATE
KOI 2193.01,,74.182741,17.714224,0.0290,,1.62,,CANDIDATE
KOI 2194.01,,71.514727,9.818507,0.2050,,1.53,,CANDIDATE
KOI 2195.01,,80.960051,15.109643,0.1510,,2.12,,CANDIDATE
KOI 2200.01,,78.633036,18.005243,0.0390,,1.56,,CANDIDATE
KOI 2201.01,,68.438533,13.574805,0.4520,,2.68,,CANDIDATE
KOI 2202.01,,70.531899,13.136304,0.0160,,1.06,,CANDIDATE
KOI 2204.01,,76.621743,12.937994,0.1000,,2.98,,CANDIDATE
KOI 2205.01,,76.267572,20.215656,0.1470,,2.42,,CANDIDATE
KOI 2206.01,,79.015543,18.094762,0.0280,,1.35,,CANDIDATE
KOI 2208.01,,79.311781,14.912856,0.0340,,0.75,,CANDIDATE
KOI 2209.01,,76.584753,11.993674,0.1250,,1.03,,CANDIDATE
KOI 2210.01,,70.377045,13.614326,0.0340,,1.26,,CANDIDATE
KOI 2212.01,,78.726963,15.031346,0.1230,,1.61,,CANDIDATE
KOI 2213.01,,76.520002,9.847774,0.0440,,1.49,,CANDIDATE
KOI 2214.01,,77.979593,17.174573,0.0320,,1.22,,CANDIDATE
KOI 2215.01,,76.397151,8.991878,0.1520,,0.83,,CANDIDATE
KOI 2216.01,,70.461565,13.659777,0.1490,,2.12,,CANDIDATE
KOI 2217.01,,77.338830,15.494582,0.2130,,2.12,,CANDIDATE
KOI 2218.01,,81.740305,16.744742,0.0580,,1.35,,CANDIDATE
KOI 2218.02,,81.740305,16.744742,0.1220,,1.31,,CANDIDATE
KOI 2219.01,,72.526154,12.079327,0.0430,,1.09,,CANDIDATE
KOI 2220.01,,75.507245,10.294162,0.0410,,1.20,,CANDIDATE
KOI 2220.02,,75.507245,10.294162,0.0540,,1.35,,CANDIDATE
KOI 2220.03,,75.507245,10.294162,0.0280,,1.14,,CANDIDATE
KOI 2221.01,,74.300856,11.015406,0.0950,,2.17,,CANDIDATE
KOI 2222.01,,78.938561,11.154477,0.2430,,4.40,,CANDIDATE
KOI 2223.01,,77.547101,13.825582,0.0190,,1.47,,CANDIDATE
KOI 2224.01,,78.042046,11.535618,0.0460,,1.36,,CANDIDATE
KOI 2224.02,,78.042046,11.535618,0.3730,,2.00,,CANDIDATE
KOI 2225.01,,82.821622,12.033677,0.0380,,3.30,,CANDIDATE
KOI 2226.01,,82.954962,11.512983,0.0770,,2.39,,CANDIDATE
KOI 2227.01,,79.948159,13.936298,0.2960,,2.03,,CANDIDATE
KOI 2228.01,,80.593140,13.368893,0.4710,,1.99,,CANDIDATE
KOI 2229.01,,72.938520,9.098602,0.1150,,2.78,,CANDIDATE
KOI 2232.01,,70.814424,9.919734,0.4160,,3.65,,CANDIDATE
KOI 2233.01,,78.547882,10.772148,0.0280,,1.61,,CANDIDATE
KOI 2236.01,,79.133972,16.245288,0.1390,,2.03,,CANDIDATE
KOI 2236.02,,79.133972,16.245288,0.0990,,1.60,,CANDIDATE
KOI 2237.01,,72.055610,12.101654,0.3540,,2.68,,CANDIDATE
KOI 2238.01,,75.882896,13.481675,0.0220,,1.06,,CANDIDATE
KOI 2241.01,,75.103997,6.691880,0.0760,,2.93,,CANDIDATE
KOI 2242.01,,77.150985,15.034116,0.0280,,1.54,,CANDIDATE
KOI 2243.01,,74.515886,6.891404,0.0590,,1.52,,CANDIDATE
KOI 2245.01,,71.093916,12.643649,0.1990,,2.57,,CANDIDATE
KOI 2246.01,,77.268549,15.252863,0.1010,,1.40,,CANDIDATE
KOI 2247.01,,73.210324,18.124445,0.0440,,0.80,,CANDIDATE
KOI 2248.01,,80.536736,14.210033,0.0360,,1.39,,CANDIDATE
KOI 2248.02,,80.536736,14.210033,0.0810,,1.49,,CANDIDATE
KOI 2248.03,,80.536736,14.210033,0.0150,,1.00,,CANDIDATE
KOI 2248.04,,80.536736,14.210033,0.0340,,0.99,,CANDIDATE
KOI 2250.01,,71.620408,15.863063,0.0370,,2.68,,CANDIDATE
KOI 2252.01,,74.132257,11.194841,0.1160,,1.54,,CANDIDATE
KOI 2253.01,,78.115199,11.511247,0.1590,,1.88,,CANDIDATE
KOI 2255.01,,74.403839,14.861207,0.0750,,1.71,,CANDIDATE
KOI 2256.01,,79.971742,8.655783,0.0790,,1.88,,CANDIDATE
KOI 2257.01,,75.141386,18.671897,0.1910,,2.35,,CANDIDATE
KOI 2260.01,,81.416161,16.025118,0.0680,,0.88,,CANDIDATE
KOI 2261.01,,70.080552,13.291833,0.0450,,1.08,,CANDIDATE
KOI 2261.02,,70.080552,13.291833,0.0640,,0.84,,CANDIDATE
KOI 2263.01,,75.422339,15.987783,0.1940,,1.82,,CANDIDATE
KOI 2264.01,,82.280568,16.303652,0.1930,,2.15,,CANDIDATE
KOI 2266.01,,81.686768,10.236659,0.0170,,1.63,,CANDIDATE
KOI 2269.01,,83.332680,12.083443,0.0150,,2.25,,CANDIDATE
KOI 2271.01,,78.161432,16.820860,0.2630,,2.11,,CANDIDATE
KOI 2272.01,,79.085413,12.082260,0.0290,,1.49,,CANDIDATE
KOI 2273.01,,79.493690,11.699372,0.0660,,1.02,,CANDIDATE
KOI 2274.01,,76.129636,12.213042,0.0870,,2.52,,CANDIDATE
KOI 2276.01,,72.425193,7.967929,0.0290,,2.97,,CANDIDATE
KOI 2278.01,,71.032848,10.209035,0.1160,,1.99,,CANDIDATE
KOI 2278.02,,71.032848,10.209035,0.0580,,1.09,,CANDIDATE
KOI 2279.01,,72.727802,7.719650,0.1690,,1.47,,CANDIDATE
KOI 2279.02,,72.727802,7.719650,0.1010,,1.00,,CANDIDATE
KOI 2280.01,,70.043500,10.721519,0.1700,,3.22,,CANDIDATE
KOI 2281.01,,78.169053,12.429235,0.0160,,0.90,,CANDIDATE
KOI 2282.01,,71.652566,18.583623,0.0700,,1.30,,CANDIDATE
KOI 2283.01,,79.070066,14.187305,0.1140,,14.85,,CANDIDATE
KOI 2285.01,,78.049235,15.415004,0.2150,,3.30,,CANDIDATE
KOI 2286.01,,79.416161,9.278634,0.1540,,1.70,,CANDIDATE
KOI 2287.01,,79.457693,11.652494,0.1230,,2.36,,CANDIDATE
KOI 2288.01,,70.855702,10.912657,0.2000,,2.15,,CANDIDATE
KOI 2289.01,,73.019340,7.630529,0.3180,,2.12,,CANDIDATE
KOI 2290.01,,83.915491,12.507104,0.3620,,1.75,,CANDIDATE
KOI 2291.01,,73.871325,19.186054,0.2250,,1.96,,CANDIDATE
KOI 2293.01,,78.734285,8.461180,0.1150,,2.23,,CANDIDATE
KOI 2294.01,,73.290128,14.975800,0.5070,,2.35,,CANDIDATE
